1	1296	180	96	1	3	9
1	1312	180	96	1	3	9
1	1328	180	96	1	3	9
1	1344	180	96	1	3	9
1	1360	180	96	1	3	10
1	1376	180	96	1	3	10
1	1392	180	96	1	3	10
1	1408	180	96	1	3	10
1	1424	180	96	1	3	10
1	1440	180	96	1	3	10
1	1456	180	96	1	3	10
1	1472	180	96	1	3	10
1	1488	180	96	1	3	10
1	1536	180	96	1	1	11
1	1552	180	96	1	1	11
1	1568	180	96	1	1	11
1	1584	180	96	1	1	11
1	1600	180	96	1	1	11
1	1664	180	96	1	1	12
1	1680	180	96	1	3	12
1	1696	180	96	1	3	12
1	1712	180	96	1	3	12
1	1728	180	96	1	3	12
1	1744	180	96	1	3	12
1	1760	180	96	1	3	12
1	1776	180	96	1	3	13
1	1792	180	96	1	3	13
1	1808	180	96	1	3	13
1	1824	180	96	1	3	13
1	1840	180	96	1	3	13
1	1856	180	96	1	3	13
1	1872	180	96	1	3	13
1	1888	180	96	1	3	13
1	1904	180	96	1	3	14
1	1920	180	96	1	3	14
1	1936	180	96	1	3	14
1	1952	180	96	1	3	14
1	1968	180	96	1	3	14
1	1984	180	96	1	3	14
1	2000	180	96	1	3	14
1	2016	180	96	1	3	14
1	2032	180	96	1	3	14
1	2048	180	96	1	3	15
1	2064	180	96	1	3	15
1	2080	180	96	1	3	15
1	2096	180	96	1	3	15
1	2112	180	96	1	3	15
1	2128	180	96	1	3	15
1	2144	180	96	1	3	15
1	2160	180	96	1	3	15
1	2176	180	96	1	3	16
1	2192	180	96	1	3	16
1	2208	180	96	1	3	16
1	2220	180	96	1	3	16
1	2256	180	96	1	3	16
1	2272	180	96	1	3	16
1	2288	180	96	1	3	16
1	2304	180	96	1	3	16
1	2320	180	96	1	3	17
1	2336	180	96	1	3	17
1	2352	180	96	1	3	17
1	2368	180	96	1	3	17
1	2384	180	96	1	3	17
1	2184	180	96	1	3	17
1	2180	180	96	1	3	17
1	2432	180	96	1	3	17
1	2448	180	96	1	3	18
1	2464	180	96	1	3	18
1	2480	180	96	1	3	18
1	2496	180	96	1	3	18
1	2512	180	96	1	3	18
1	2528	180	96	1	3	18
1	2544	180	96	1	3	18
1	2560	180	96	1	3	18
1	2576	180	96	1	3	18
1	2592	180	96	1	3	19
1	2608	180	96	1	3	19
1	2624	180	96	1	3	19
1	2640	180	96	1	3	19
1	2656	180	96	1	3	19
1	2672	180	96	1	3	19
1	2688	180	96	1	3	19
1	2704	180	96	1	3	19
1	2720	180	96	1	3	20
1	2736	180	96	1	3	20
1	2752	180	96	1	3	20
1	2768	180	96	1	3	20
1	2784	180	96	1	3	20
1	2800	180	96	1	3	20



7	16	128	70008
7	16	144	70037
7	16	160	70037

7	32	112	70008
7	32	128	70066
7	32	144	70067
7	32	160	70095

7	48	112	70009
7	48	128	70038
7	48	144	70066
7	48	160	70095
7	64	128	70008
7	64	144	70095
7	64	160	70095
7	80	128	70009
7	80	144	70038
7	80	160	70067
7	96	128	70008
7	96	144	70037
7	96	160	70066
7	112	128	70009
7	112	144	70067
7	112	160	70037
7	128	144	70009
7	128	160	70038

# MARIO
0	20	10

